 -6.9844066  1.  35. -71.0053969  9.81069692  79.  932.167 1
 -7.2213427  1.  35.  48.0042145 -14.5092927  92.  1109.55 1
 -7.15494199  3.  36. -24.3572213  96.230701  100.  1011.33 1
