 -7.37559059  1.  34.  56.5304975  .980708067  6.  1083.15 1
 -6.99000393  1.  34. -52.7283869 -.749301485  105.  921.602 1
 -6.92192445  1.  34. -65.4506186 -.619302597  8.  1279.09 2
