 -149.770   24.000   40.000   28.284  108.000     .637    1.000   61.665   27.000     .652
 -148.733   61.000  142.000  100.409   94.000     .609    2.000   87.461   27.000     .513
 -147.304  300.000    3.000    2.121   91.000     .602    3.000  111.934   26.000     .385
 -152.853  149.000  108.000   76.368  119.000     .620    4.000  126.145   25.000     .325
 -152.905  170.000   42.000   29.698  101.000     .627    5.000  138.362   28.000     .893
 -135.460  144.000   52.000   36.770   84.000     .658    6.000  166.368   27.000    1.199
 -147.653  264.000   86.000   60.811   72.000     .676    7.000  197.318   28.000    1.387
 -143.474  272.000   36.000   25.456   85.000     .735    8.000  227.675   26.000    3.096
 -146.768  173.000   27.000   19.092  101.000     .841    9.000  285.069   28.000    6.209
 -145.602    1.000   89.000   62.933   82.000     .747   10.000  360.799   29.000    9.386
