           1.000         101.000          21.000         161.000          14.849         113.844          51.000          91.000
           1.000         261.000          31.000         251.000          21.920         177.484          81.000         191.000
           1.000          81.000          51.000         171.000          36.062         120.915          61.000         121.000
         121.000         301.000          61.000         171.000          43.134         120.915          81.000         171.000
         231.000         251.000          21.000          31.000          14.849          21.920          51.000          91.000
         181.000         381.000          41.000         141.000          28.991          99.702          81.000         181.000
          41.000         391.000          21.000         191.000          14.849         135.057          71.000         171.000
           1.000         391.000          21.000         291.000          14.849         205.768          81.000         181.000
           1.000         391.000           1.000         221.000            .707         156.271          71.000         131.000
           1.000         151.000          11.000         181.000           7.778         127.986          71.000         121.000
