  94.4352646  1.  73.8284073  52.048913  93.7289352  1.
  128.646545  2.  111.576347  94.1292496  124.610138  1.
  162.609009  3.  135.220428  125.703163  152.812027  1.
  217.634476  4.  171.706009  152.980286  205.194977  1.
  285.647919  5.  230.255234  208.024902  253.101898  1.
  484.256866  6.  310.510529  257.151886  407.330353  1.
  94.4352646  1.  73.8284073  52.048913  93.7289352  2.
  128.646545  2.  111.576347  94.1292496  124.236389  2.
  162.256287  3.  135.220428  125.703163  152.812027  2.
  215.604721  4.  171.706009  152.980286  200.283401  2.
  272.583313  5.  229.052902  205.194977  248.777618  2.
  484.256866  6.  297.053253  253.101898  411.222626  2.
  94.1292496  1.  73.8284073  52.048913  93.7289352  3.
  129.659606  2.  109.1604  94.1292496  125.703163  3.
  162.256287  3.  137.494049  127.669205  152.812027  3.
  215.604721  4.  171.706009  152.980286  200.283401  3.
  270.98642  5.  228.691467  205.194977  247.4496  3.
  484.256866  6.  293.89088  248.009644  407.330353  3.
  94.1292496  1.  73.8284073  52.048913  93.7289352  4.
  128.646545  2.  109.1604  94.1292496  124.236389  4.
  162.256287  3.  135.220428  125.703163  152.812027  4.
  214.501877  4.  171.305099  152.980286  198.658818  4.
  270.486298  5.  228.691467  200.283401  247.4496  4.
  484.256866  6.  297.053253  248.009644  407.330353  4.
  94.1292496  1.  73.8284073  52.048913  93.7289352  5.
  128.646545  2.  109.1604  94.1292496  124.236389  5.
  155.263214  3.  135.220428  125.703163  152.37825  5.
  213.299759  4.  171.305099  152.812027  198.658818  5.
  266.859802  5.  228.691467  200.283401  247.4496  5.
  484.256866  6.  297.053253  248.009644  419.40921  5.
  93.7289352  1.  73.6010895  52.048913  92.9601135  6.
  127.785789  2.  107.095024  93.0683289  122.339752  6.
  154.448257  3.  134.81369  124.236389  151.81601  6.
  209.655487  4.  170.278763  152.37825  195.217957  6.
  260.862457  5.  224.701569  196.921219  245.272507  6.
  484.256866  6.  292.45538  245.70961  411.222626  6.
  93.7289352  1.  73.6010895  52.048913  92.9601135  7.
  127.785789  2.  107.095024  93.0683289  122.339752  7.
  153.235764  3.  133.935013  124.236389  151.307709  7.
  209.655487  4.  170.278763  151.81601  195.217957  7.
  257.151886  5.  219.900291  196.921219  243.666992  7.
  484.256866  6.  292.45538  245.272507  411.222626  7.
