   3.6403  -5.4462   554.77      .62      .99      .01    -6.47     1.00   -56.83   -12.91      .00
   3.6405  -5.4462   612.18      .62      .62      .38    -4.03     1.00   -48.34   -12.95      .00
   3.6426  -5.4489   661.65      .64      .95      .05    -4.22     1.00    66.06    -3.14      .00
   3.6401  -5.4507   648.04      .64      .23      .77    -2.71     1.00   -70.93     3.07      .00
   3.6406  -5.4444   714.43      .59      .74      .26    -5.37     1.00   -41.87   -19.41      .00
   3.6406  -5.4452   591.35      .61      .70      .30    -4.68     1.00   -44.58   -16.42      .00
   3.6402  -5.4485   672.28      .64      .96      .04    -4.36     1.00   -61.43    -4.80      .00
   3.6404  -5.4432   503.82      .58      .98      .02    -9.85     1.00   -52.12   -23.90      .00
   3.6398  -5.4458   705.98      .62      .99      .01    -5.29     1.00   -87.39   -14.31      .00
   3.6430  -5.4459   723.25      .62     1.00      .00    -5.99     1.00    88.28   -14.08      .00
   3.6424  -5.4518   677.75      .64      .83      .17    -4.32     1.00    54.80     7.37      .00
   3.6400  -5.4464   509.46      .62     1.00      .00    -9.36     1.00   -75.81   -12.24      .00
   3.6428  -5.4493   689.64      .64     1.00      .00    -4.78     1.00    75.66    -1.93      .00
   3.6429  -5.4449   492.62      .61     1.00      .00   -10.74     1.00    79.02   -17.50      .00
   3.6406  -5.4548   653.35      .60      .54      .46    -3.65     1.00   -41.57    18.05      .00
   3.6404  -5.4549   630.43      .60      .52      .48    -3.65     1.00   -54.68    18.43      .00
   3.6424  -5.4511   439.49      .65     1.00      .00   -16.04     1.00    54.72     4.76      .00
   3.6400  -5.4466   686.67      .62      .88      .12    -4.60     1.00   -72.20   -11.41      .00
   3.6398  -5.4505   636.01      .63      .70      .30    -3.85     1.00   -87.30     2.38      .00
   3.6399  -5.4528   645.57      .62      .38      .62    -3.25     1.00   -80.53    10.90      .00
   3.6402  -5.4470   493.36      .63     1.00      .00   -10.65     1.00   -61.88   -10.19      .00
   3.6427  -5.4504   667.76      .64     1.00      .00    -4.34     1.00    70.67     2.04      .00
   3.6423  -5.4425   626.51      .57      .53      .47    -3.75     1.00    47.05   -26.11      .00
   3.6404  -5.4546   700.03      .60      .75      .25    -4.84     1.00   -52.64    17.15      .00
   3.6424  -5.4508   686.67      .66     1.00      .00    -4.67     1.00    54.38     3.65      .00
   3.6428  -5.4457   831.09      .61     1.00      .00   -14.14     1.00    75.70   -14.91      .00
   3.6404  -5.4475   774.59      .64     1.00      .00    -9.00     1.00   -50.74    -8.43      .00
   3.6405  -5.4511   688.58      .66     1.00      .00    -4.71     1.00   -48.41     4.60      .00
   3.6402  -5.4491   461.93      .64     1.00      .00   -13.59     1.00   -63.27    -2.43      .00
   3.6401  -5.4468   498.81      .62     1.00      .00   -10.20     1.00   -67.56   -10.84      .00
   3.6400  -5.4472   501.10      .62     1.00      .00   -10.01     1.00   -73.86    -9.48      .00
   3.6426  -5.4545   760.38      .60     1.00      .00    -8.07     1.00    63.55    16.85      .00
   3.6432  -5.4447   709.77      .62      .61      .39    -4.72     2.00    97.62   -18.30      .00
   3.6431  -5.4536   680.25      .62      .53      .47    -4.37     2.00    93.98    13.52      .00
   3.6425  -5.4573   691.28      .58      .60      .40    -4.62     2.00    59.83    26.96      .00
   3.6405  -5.4592   793.45      .56      .47      .53    -5.85     2.00   -48.32    33.86      .00
   3.6394  -5.4438   603.04      .62      .58      .42    -4.47     2.00  -106.80   -21.67      .00
   3.6421  -5.4399   508.68      .55      .48      .52    -5.60     2.00    37.30   -35.48      .00
   3.6403  -5.4593   745.54      .56      .55      .45    -5.14     2.00   -55.74    34.04      .00
   3.6435  -5.4561   606.04      .63      .58      .42    -4.45     2.00   114.02    22.76      .00
   3.6390  -5.4477   456.45      .65     1.00      .00    -7.35     2.00  -128.46    -7.41      .00
   3.6394  -5.4467   858.73      .63     1.00      .00    -8.15     2.00  -108.28   -11.06      .00
   3.6408  -5.4596   930.30      .55      .12      .88    -8.74     2.00   -31.09    35.24      .00
   3.6392  -5.4548   690.94      .64      .58      .42    -4.50     2.00  -115.10    18.07      .00
   3.6422  -5.4591   724.02      .55      .57      .43    -4.91     2.00    41.21    33.37      .00
   3.6427  -5.4575   622.41      .58      .60      .40    -4.49     2.00    69.51    27.60      .00
   3.6401  -5.4574   532.07      .58      .57      .43    -5.30     2.00   -70.45    27.23      .00
   3.6429  -5.4418   594.70      .59      .60      .40    -4.61     2.00    79.24   -28.84      .00
   3.6391  -5.4509   794.12      .65     1.00      .00    -6.46     2.00  -122.01     4.09      .00
   3.6402  -5.4580   663.72      .58      .60      .40    -4.50     2.00   -65.24    29.60      .00
   3.6438  -5.4512   618.80      .65      .60      .40    -4.40     2.00   127.73     4.91      .00
   3.6437  -5.4524   734.25      .65      .99      .01    -5.43     2.00   123.11     9.44      .00
   3.6438  -5.4527   640.90      .66      .40      .60    -3.93     2.00   130.82    10.59      .00
   3.6431  -5.4457   678.05      .62      .54      .46    -4.37     2.00    91.19   -14.75      .00
   3.6393  -5.4448   604.49      .63      .56      .44    -4.42     2.00  -113.04   -18.17      .00
   3.6429  -5.4573   602.44      .60      .59      .41    -4.55     2.00    83.33    27.09      .00
   3.6430  -5.4565   668.45      .60      .58      .42    -4.44     2.00    86.11    24.07      .00
   3.6392  -5.4556   495.41      .64      .88      .12    -6.33     2.00  -117.58    20.83      .00
   3.6421  -5.4418   733.97      .56      .56      .44    -5.01     2.00    39.97   -28.63      .00
   3.6421  -5.4396   689.47      .55      .60      .40    -4.66     2.00    37.90   -36.76      .00
   3.6420  -5.4597   678.70      .55      .60      .40    -4.61     2.00    35.12    35.74      .00
   3.6393  -5.4507   473.54      .64     1.00      .00    -6.94     2.00  -111.40     3.11      .00
   3.6420  -5.4603   865.11      .55      .28      .72    -7.20     2.00    35.40    37.90      .00
   3.6429  -5.4563   886.20      .60      .70      .30    -8.75     2.00    79.38    23.55      .00
   3.6392  -5.4479   541.23      .64     1.00      .00    -5.62     2.00  -116.00    -6.77      .00
   3.6431  -5.4586   676.14      .60      .43      .57    -4.39     3.00    90.05    31.64      .00
   3.6409  -5.4630   648.49      .55      .28      .72    -3.98     3.00   -23.77    47.59      .00
   3.6443  -5.4458   471.43      .69     1.00      .00    -6.36     3.00   156.19   -14.53      .00
   3.6395  -5.4397   551.81      .62     1.00      .00    -5.52     3.00  -102.53   -36.19      .00
   3.6388  -5.4426   744.58      .66     1.00      .00    -5.52     3.00  -137.54   -25.95      .00
   3.6401  -5.4614   566.43      .58      .90      .10    -5.37     3.00   -67.36    41.80      .00
   3.6392  -5.4403   717.60      .64      .98      .02    -5.33     3.00  -118.59   -34.26      .00
   3.6412  -5.4632   771.29      .55     1.00      .00    -5.98     3.00    -8.19    48.16      .00
   3.6396  -5.4590   635.62      .61      .28      .72    -3.88     3.00   -97.48    33.27      .00
   3.6396  -5.4407   619.30      .61      .37      .63    -4.19     3.00   -94.73   -32.61      .00
   3.6400  -5.4372   793.27      .59     1.00      .00    -6.18     3.00   -73.98   -45.42      .00
   3.6442  -5.4534   695.96      .69     1.00      .00    -5.16     3.00   153.14    12.84      .00
   3.6393  -5.4416   571.65      .63      .99      .01    -5.35     3.00  -113.70   -29.48      .00
   3.6433  -5.4396   492.80      .62     1.00      .00    -6.16     3.00   104.04   -36.74      .00
   3.6402  -5.4601   639.15      .57      .27      .73    -3.92     3.00   -65.48    37.24      .00
   3.6387  -5.4481   711.09      .67     1.00      .00    -5.26     3.00  -142.50    -6.23      .00
   3.6404  -5.4617   731.50      .56      .93      .07    -5.51     3.00   -52.64    42.69      .00
   3.6389  -5.4567   521.07      .66     1.00      .00    -5.75     3.00  -135.20    24.83      .00
   3.6441  -5.4484   615.96      .67     1.00      .00    -5.09     3.00   143.96    -5.10      .00
   3.6444  -5.4471   572.79      .70     1.00      .00    -5.25     3.00   163.45    -9.88      .00
   3.6413  -5.4358   477.71      .55     1.00      .00    -6.49     3.00    -3.32   -50.47      .00
   3.6432  -5.4410   661.02      .61      .31      .69    -4.00     3.00    95.34   -31.67      .00
   3.6391  -5.4553   577.21      .65     1.00      .00    -5.30     3.00  -124.34    19.85      .00
   3.6395  -5.4587   424.12      .61     1.00      .00    -7.31     3.00   -99.26    31.90      .00
   3.6402  -5.4604   594.26      .57      .59      .41    -4.80     3.00   -66.24    38.01      .00
   3.6404  -5.4620   626.76      .57      .31      .69    -4.06     3.00   -55.67    43.92      .00
   3.6409  -5.4619   816.01      .55     1.00      .00    -6.58     3.00   -24.55    43.46      .00
   3.6409  -5.4375   616.11      .55      .34      .66    -4.23     3.00   -23.92   -44.11      .00
   3.6442  -5.4486   748.00      .69     1.00      .00    -5.52     3.00   153.37    -4.24      .00
   3.6402  -5.4380   540.35      .57      .99      .01    -5.69     3.00   -63.60   -42.32      .00
   3.6434  -5.4629   577.49      .64      .64      .36    -4.72     4.00   108.35    47.05      .00
   3.6392  -5.4375   635.15      .64      .64      .36    -4.33     4.00  -115.59   -44.34      .00
   3.6397  -5.4623   751.89      .61      .60      .40    -5.32     4.00   -92.03    44.83      .00
   3.6383  -5.4577   751.70      .71      .90      .10    -5.56     4.00  -166.80    28.32      .00
   3.6447  -5.4489   595.22      .72     1.00      .00    -4.87     4.00   176.12    -3.23      .00
