 -7.15481481  1.  35.  53.3648712  7.64070779  72.  1080.48 1
 -6.96072672  2.  35.  33.8186293 -35.5192939  82.  1405.15 1
 -7.44519149  2.  35. -94.7625204 -9.44930515  89.  1263.23 1
 -6.90887198  1.  34. -57.1781808 -10.5293019  1.  1269.31 2
