 -137.040    1.000  111.000   78.489   81.000     .640    1.000   61.314   27.000     .562
 -151.601   87.000   59.000   41.719  110.000     .614    2.000   83.046   28.000     .345
 -149.203    1.000  110.000   77.782   86.000     .598    3.000  104.615   26.000     .632
 -132.963  166.000   61.000   43.134   88.000     .618    4.000  129.545   25.000     .750
 -133.788  209.000   13.000    9.192   92.000     .629    5.000  154.840   26.000     .856
 -141.430   59.000  108.000   76.368   94.000     .663    6.000  179.344   26.000     .531
 -143.763  148.000   96.000   67.882  101.000     .682    7.000  191.758   26.000    1.458
 -139.830  226.000   32.000   22.627   71.000     .748    8.000  226.018   28.000    2.122
 -130.502  194.000   13.000    9.192   62.000     .833    9.000  264.912   26.000    4.917
 -147.063    1.000  174.000  123.037   88.000     .765   10.000  343.685   28.000   11.989
