          31.000         141.000          21.000         151.000          14.849         106.773          81.000         161.000
         121.000         171.000          31.000          71.000          21.920          50.205          31.000          51.000
          51.000         181.000          31.000         111.000          21.920          78.489          51.000         101.000
           1.000         191.000          41.000         151.000          28.991         106.773          61.000         121.000
           1.000         341.000          31.000         281.000          21.920         198.697          81.000         211.000
          51.000         151.000          41.000         111.000          28.991          78.489          41.000         101.000
          71.000         221.000          11.000         141.000           7.778          99.702          81.000         161.000
         141.000         341.000          41.000         141.000          28.991          99.702          61.000         121.000
           1.000         221.000          21.000         251.000          14.849         177.484          91.000         171.000
           1.000         181.000          81.000         251.000          57.276         177.484          91.000         161.000
           1.000         281.000          11.000         261.000           7.778         184.555          81.000         161.000
          91.000         371.000          11.000         131.000           7.778          92.631          71.000         161.000
          81.000         391.000          11.000         151.000           7.778         106.773          61.000         111.000
           1.000         241.000          11.000         291.000           7.778         205.768          71.000         141.000
           1.000          71.000          41.000         271.000          28.991         191.626          61.000         111.000
