 -6.97517293  1.  40. -45.2324252  11.7606991  33.  1294.24 1
 -7.56347619  1.  40.  93.0546523 -12.0892888  82.  1463.99 1
 -7.54880489  2.  40. -68.8252977  28.8306971  8.  1317.09 1
 -7.86415096  2.  40.  70.8355481 -67.0092907  58.  1458.5 1
 -7.10714563  1.  38. -59.8361132  5.5806979  68.  1235.38 2
 -6.86916364  1.  37.  76.1663381 -18.0692902  57.  1407.37 3
 -6.87229075  2.  37.  121.127184 -32.5592863  7.  1081.07 4
