   3.6425  -5.4448  1189.31      .09      .18      .82    -4.05     1.00    57.47   -17.90      .00
   3.6421  -5.4421  1178.47      .12      .35      .65    -4.05     1.00    40.06   -27.76      .00
   3.6404  -5.4508   978.80      .09     1.00      .00   -62.18     1.00   -54.74     3.44      .00
   3.6432  -5.4510  1243.86      .08     1.00      .00   -13.68     1.00    95.44     4.50      .00
   3.6405  -5.4467  1063.84      .10      .00     1.00    -6.28     1.00   -49.22   -11.25      .00
   3.6425  -5.4495  1142.63      .08     1.00      .00    -6.58     1.00    60.20     -.97      .00
   3.6398  -5.4443  1079.86      .09      .00     1.00    -5.63     1.00   -86.56   -19.92      .00
   3.6399  -5.4489  1161.89      .08      .06      .94    -2.74     1.00   -79.98    -3.16      .00
   3.6423  -5.4486  1325.68      .10      .00     1.00   -25.33     1.00    50.05    -4.43      .00
   3.6431  -5.4447  1350.80      .08      .00     1.00   -11.54     1.00    90.93   -18.26      .00
   3.6423  -5.4436  1288.72      .10      .00     1.00    -5.79     1.00    49.74   -22.23      .00
   3.6406  -5.4411  1034.95      .12      .00     1.00    -5.98     1.00   -39.87   -31.31      .00
   3.6401  -5.4544  1006.99      .08      .00     1.00    -9.20     1.00   -71.12    16.53      .00
   3.6400  -5.4563  1227.28      .09      .00     1.00    -4.63     1.00   -76.32    23.57      .00
   3.6401  -5.4480  1184.68      .08      .09      .91    -3.33     1.00   -70.99    -6.51      .00
   3.6395  -5.4491  1120.48      .08     1.00      .00    -9.35     1.00   -99.35    -2.55      .00
   3.6402  -5.4473  1091.08      .08      .00     1.00    -6.09     1.00   -62.33    -9.15      .00
   3.6405  -5.4531  1294.24      .11      .00     1.00    -6.68     1.00   -45.23    11.76      .00
   3.6394  -5.4507  1058.31      .08     1.00      .00   -24.92     1.00  -109.38     3.21      .00
   3.6406  -5.4413  1140.38      .12      .13      .87    -4.42     1.00   -42.54   -30.49      .00
   3.6428  -5.4512  1302.99      .08      .61      .39   -31.93     1.00    76.67     4.88      .00
