           1.000         191.000          11.000         201.000           7.778         142.128          61.000         131.000
           1.000         121.000           1.000         231.000            .707         163.342          61.000         141.000
          21.000         281.000          31.000         211.000          21.920         149.200          61.000         121.000
          71.000         181.000          41.000         121.000          28.991          85.560          51.000         111.000
         101.000         121.000          11.000          31.000           7.778          21.920          71.000         111.000
          11.000         271.000          71.000         201.000          50.205         142.128          71.000         171.000
          71.000         201.000          31.000         101.000          21.920          71.418          61.000         111.000
          41.000         251.000          11.000         161.000           7.778         113.844          81.000         161.000
          91.000         351.000          21.000         131.000          14.849          92.631          61.000         151.000
         161.000         381.000          11.000          91.000           7.778          64.347          61.000         121.000
           1.000         311.000           1.000         231.000            .707         163.342          71.000         151.000
          11.000         231.000           1.000         111.000            .707          78.489          91.000         171.000
         191.000         311.000          21.000         111.000          14.849          78.489          81.000         141.000
         201.000         221.000           1.000          11.000            .707           7.778          51.000          81.000
           1.000         161.000          11.000         171.000           7.778         120.915          61.000         111.000
