           1.000         121.000          31.000         161.000          21.920         113.844          51.000         101.000
           1.000         201.000          11.000         171.000           7.778         120.915          51.000         111.000
           1.000         141.000          21.000         241.000          14.849         170.413          71.000         161.000
         111.000         321.000          21.000         101.000          14.849          71.418          51.000          91.000
          71.000         231.000          41.000         121.000          28.991          85.560          41.000         101.000
         111.000         291.000          31.000         131.000          21.920          92.631          61.000         131.000
         111.000         251.000          41.000         131.000          28.991          92.631          81.000         151.000
         201.000         301.000           1.000          61.000            .707          43.134          81.000         141.000
         181.000         201.000          11.000          21.000           7.778          14.849          81.000         131.000
           1.000          91.000          31.000         231.000          21.920         163.342          81.000         141.000
