 -7.85910239  1.  29. -46.5165927 -4.09930094  112.  926.495 1
 -7.29753104  2.  28. -66.3017546  7.07069732  71.  888.849 1
 -7.10377032  4.  29.  103.92529  9.65071222  50.  1131.92 1
 -7.07356907  4.  29. -58.8356532 -26.239302  125.  990.81 1
 -7.07605749  5.  31. -27.8812082 -36.6192993  1.  1354.64 1
 -6.88612277  5.  31.  101.476412 -18.599288  153.  1443.6 1
 -8.12200317  5.  31.  57.3965619  35.9707081  160.  1460.45 1
 -7.47125985  5.  31. -95.598722 -24.6893053  213.  1290.24 1
 -8.07140844  7.  28.  22.9181181  48.9807051  51.  1448.46 1
 -7.35533325  8.  29.  104.925754 -72.4592877  169.  1438.99 1
 -7.58506522  4.  24.  87.3804155  9.87071077  225.  1162.67 2
 -6.65035309  5.  28. -39.0654301  38.1006997  119.  1286.85 2
