           1.000         211.000          61.000         281.000          43.134         198.697          81.000         171.000
           1.000         201.000          81.000         281.000          57.276         198.697          91.000         191.000
         121.000         181.000          21.000          71.000          14.849          50.205          51.000          91.000
           1.000         161.000          71.000         261.000          50.205         184.555          71.000         171.000
           1.000         181.000          41.000         211.000          28.991         149.200          61.000         151.000
          81.000         111.000          11.000          61.000           7.778          43.134          71.000         121.000
          21.000         391.000          61.000         261.000          43.134         184.555          61.000         141.000
         161.000         391.000          51.000         191.000          36.062         135.057          61.000         101.000
         251.000         261.000          11.000          11.000           7.778           7.778          81.000         131.000
          31.000         291.000          11.000         121.000           7.778          85.560         111.000         201.000
           1.000         331.000           1.000         131.000            .707          92.631          51.000          81.000
          81.000         141.000          11.000          71.000           7.778          50.205          91.000         141.000
           1.000         191.000           1.000         241.000            .707         170.413          71.000         131.000
