 -7.69764858  2.  32. -79.7855277 -.10930385  4.  1338.56 1
 -7.00852403  3.  32.  85.8573303  22.4107106  2.  1144.1 1
 -8.62694379  4.  33. -11.8739018  62.3507021  5.  976.824 1
 -6.88426073  3.  31. -20.7137604  40.1307013  6.  1359.71 2
