 -7.73474886  1.  29. -43.724271 -15.4193007  44.  925.549 1
 -7.46149103  1.  29. -69.0642106  2.62069709  269.  912.68 1
 -7.13240143  2.  28. -36.228307 -27.7693001  350.  461.114 1
 -6.89553274  4.  30.  106.359237  21.2307124  183.  442.393 1
 -7.40153276  4.  30.  122.336688  8.67071383  394.  910.051 1
 -7.48533072  5.  26.  109.539794  29.3407127  68.  417.801 1
 -7.56053956  6.  29. -92.5376202 -42.479305  285.  391.804 1
 -7.29068229  7.  28.  81.2432883 -54.4192898  387.  957.793 1
 -7.21475945  8.  29. -82.4135896 -55.1193041  99.  889.012 1
 -7.45885696  9.  27. -149.593543 -56.98931  290.  355.281 1
 -7.64159331  11.  28. -61.5831879  93.3806977  98.  427.082 1
 -8.09758316  12.  29.  89.0826771  111.080711  337.  953.68 1
 -7.26469411  12.  29. -269.34976 -79.8893204  357.  433.607 1
 -7.1873677  13.  30.  174.061808  129.520718  307.  947.956 1
 -7.04197041  4.  28. -103.39333 -16.7893059  32.  462.114 2
 -7.29178703  6.  26.  154.679827  16.3307166  177.  425.72 2
 -7.66597552  9.  28.  63.9070091 -70.4292913  354.  945.425 2
 -7.14369592  12.  27.  175.629693  83.4707185  371.  865.641 2
 -6.93640114  13.  29. -187.13308 -128.809313  226.  912.856 2
 -6.89721961  6.  27. -148.085394 -17.7493098  91.  838.548 3
 -7.18888459  8.  26. -15.6218723 -61.3792983  296.  456.739 3
 -6.85888739  12.  26.  353.636421 -21.449266  48.  892.667 3
 -7.03961732  12.  26.  186.903516 -82.3892806  108.  844.144 3
 -6.95199454  13.  28. -361.093189  51.0806715  243.  859.42 3
 -8.06324492  4.  28.  81.1238238  24.3707102  64.  909.067 4
 -6.86627019  6.  28. -.077465029  48.7007031  156.  838.952 4
 -6.5180342  12.  28.  163.594358 -97.8192826  281.  509.054 4
 -7.72957722  11.  28.  150.558548 -76.6292837  335.  889.317 5
 -7.29466751  9.  26.  222.695984  13.6207226  136.  412.58 6
 -7.19795836  10.  28.  168.745962 -62.2492821  389.  925.526 6
 -6.85792513  11.  27. -60.9560198 -88.4293022  294.  476.555 6
