         111.000         201.000          21.000         111.000          14.849          78.489          71.000         131.000
           1.000         131.000          21.000         151.000          14.849         106.773          51.000         101.000
          31.000         211.000          51.000         181.000          36.062         127.986          61.000         161.000
          71.000         111.000          11.000          51.000           7.778          36.062          71.000         131.000
         141.000         271.000          61.000         141.000          43.134          99.702          41.000         111.000
          31.000         211.000          11.000         141.000           7.778          99.702          41.000         111.000
           1.000         311.000          61.000         211.000          43.134         149.200          71.000         151.000
         101.000         281.000          31.000         131.000          21.920          92.631          51.000         121.000
         131.000         281.000          31.000         101.000          21.920          71.418          81.000         141.000
           1.000         301.000          11.000         201.000           7.778         142.128          61.000         121.000
          61.000         231.000           1.000         121.000            .707          85.560          71.000         101.000
           1.000          91.000          11.000         221.000           7.778         156.271          51.000          81.000
           1.000         141.000          11.000         241.000           7.778         170.413          81.000         151.000
