           1.000         181.000          41.000         191.000          28.991         135.057          51.000         121.000
          31.000         171.000          41.000         141.000          28.991          99.702          51.000         111.000
          31.000         271.000           1.000         211.000            .707         149.200          71.000         161.000
         131.000         221.000          41.000         111.000          28.991          78.489          41.000         121.000
           1.000          81.000          61.000         171.000          43.134         120.915          61.000         121.000
         111.000         231.000          21.000         151.000          14.849         106.773          61.000         141.000
         111.000         201.000          21.000          81.000          14.849          57.276          51.000          91.000
         231.000         321.000          21.000          81.000          14.849          57.276          71.000         141.000
           1.000         391.000          11.000         161.000           7.778         113.844          61.000         121.000
         331.000         391.000          41.000         101.000          28.991          71.418          51.000          81.000
          81.000         391.000          41.000         201.000          28.991         142.128         101.000         191.000
           1.000         321.000           1.000         201.000            .707         142.128          71.000         101.000
           1.000         171.000           1.000         291.000            .707         205.768          51.000         101.000
