 -147.972   92.000  104.000   73.539   73.000     .649    1.000   57.712   28.000     .454
 -136.462  133.000   57.000   40.305   67.000     .620    2.000   76.002   27.000     .370
 -151.164  164.000  103.000   72.832  102.000     .604    3.000  100.045   28.000     .462
 -143.053  184.000   67.000   47.376   65.000     .608    4.000  118.692   26.000     .423
 -141.812    1.000  100.000   70.711   80.000     .608    5.000  134.677   26.000     .444
 -152.617  181.000   87.000   61.518   83.000     .654    6.000  149.538   28.000     .616
 -136.399  164.000   42.000   29.698   64.000     .645    7.000  170.249   27.000    1.059
 -145.550  294.000   30.000   21.213   98.000     .674    8.000  195.456   27.000    1.168
 -144.535  197.000   69.000   48.790   83.000     .711    9.000  221.908   28.000    1.360
 -141.837  401.000   49.000   34.648   64.000     .746   10.000  250.000   28.000    1.760
 -157.639  401.000   64.000   45.255  135.000     .808   11.000  277.505   28.000    2.513
 -148.069  112.000    2.000    1.414   86.000     .848   12.000  317.536   28.000    4.520
 -141.361    1.000  150.000  106.066   68.000     .726   13.000  378.952   28.000   11.604
