 -6.85913667  1.  34.  44.5399444 -10.409293  107.  1138.99 1
 -7.36550385  2.  35. -57.3872344  22.7506981  92.  988.962 1
 -7.84099139  2.  35.  32.4150025 -32.3792941  98.  1055.19 1
 -6.83102912  2.  33. -111.083413  11.6206934  47.  1022.11 2
