 -150.646  150.000   62.000   43.841   74.000     .641    1.000   63.581   28.000     .553
 -143.960  154.000   56.000   39.598   73.000     .601    2.000   87.544   27.000     .451
 -158.310   97.000  105.000   74.246   99.000     .596    3.000  102.830   27.000     .298
 -127.676  119.000   94.000   66.468   66.000     .615    4.000  117.089   25.000     .510
 -154.565  213.000  114.000   80.610   72.000     .618    5.000  138.224   28.000     .669
 -146.286  180.000   68.000   48.083   86.000     .628    6.000  159.337   27.000     .490
 -149.170  263.000   62.000   43.841   83.000     .656    7.000  173.426   28.000     .596
 -150.280  163.000  101.000   71.418  111.000     .658    8.000  187.571   27.000    1.094
 -153.245  263.000  124.000   87.681   99.000     .696    9.000  214.629   28.000    1.305
 -156.260  332.000   81.000   57.276  116.000     .766   10.000  242.899   28.000    1.472
 -155.853  281.000   73.000   51.619   99.000     .797   11.000  268.412   27.000    2.369
 -131.091  155.000   35.000   24.749   63.000     .814   12.000  303.895   27.000    5.562
 -146.846   16.000  132.000   93.338   75.000     .728   13.000  369.217   29.000    8.624
