 -7.86279646  1.  31.  58.143175 -1.48929179  10.  1001.93 1
 -8.35156248  2.  30. -46.725642 -20.439301  9.  1400.16 1
 -7.72839484  2.  30. -79.5914086 -6.96930383  31.  1310.1 1
 -7.09883916  4.  26.  52.3345531 -32.2492923  97.  1048.81 1
 -7.72097912  6.  32.  103.970078  98.1807122  11.  1529.23 1
 -7.15543057  2.  28. -40.0957504  23.4106996  184.  1318.71 2
 -6.68794935  2.  27.  58.337292  16.1107082  32.  1151.28 3
 -7.05353982  2.  27.  43.1661799  16.9207069  71.  1126.66 3
 -6.88119115  5.  29.  10.7483866 -52.659296  129.  1386.27 4
 -6.97860349  5.  30. -24.6409283  42.6307009  152.  1004.21 5
 -7.26977834  5.  29. -97.2562017  40.8406946  23.  941.653 6
 -6.8869353  5.  28. -47.5917153  45.6006989  180.  1014.59 7
