 -133.447  191.000   22.000   15.556   58.000     .645    1.000   61.456   26.000     .566
 -138.835   58.000  109.000   77.075  110.000     .610    2.000   82.695   25.000     .391
 -146.056    1.000  112.000   79.196   93.000     .582    3.000  104.608   26.000     .442
 -127.819  145.000   51.000   36.062   68.000     .602    4.000  126.024   25.000     .718
 -152.953  224.000   76.000   53.740  104.000     .639    5.000  149.215   27.000     .822
 -127.944  111.000   81.000   57.276   83.000     .674    6.000  171.876   23.000    1.015
 -145.468  267.000   69.000   48.790  117.000     .689    7.000  198.811   27.000    1.790
 -148.409  222.000   65.000   45.962   95.000     .768    8.000  234.545   27.000    1.573
 -124.068  170.000   22.000   15.556   55.000     .836    9.000  267.513   26.000    7.012
 -130.969   98.000   37.000   26.163   69.000     .680   10.000  365.745   27.000   10.041
