 -7.65006921  1.  29. -52.9523686 -15.0293015  130.  914.751 1
 -7.15425468  4.  30.  149.125052 -7.47928384  19.  413.196 1
 -7.69948871  5.  29. -173.798638 -6.57931206  203.  364.372 1
 -7.55739888  6.  28. -249.430217  1.26068132  161.  965.498 1
 -7.06164109  8.  31. -342.27862  32.8506732  37.  870.413 1
 -6.85488239  1.  28.  77.9134039 -3.40929007  48.  856.367 2
 -7.20111888  5.  28.  49.0793361 -53.8592926  76.  893.86 2
 -7.52339151  5.  28. -163.092256  21.5806888  230.  402.804 2
 -7.19793535  7.  29. -331.348249 -4.18932584  233.  385.439 2
 -7.03505765  8.  30.  228.340347  92.4907231  133.  854.606 2
 -7.0859819  5.  28. -171.290031  8.81068816  112.  872.733 3
 -6.96938103  7.  28. -227.853186 -68.5993168  43.  907.185 3
 -6.51028906  8.  29.  162.459492  118.090717  67.  821.593 3
 -7.44987527  2.  28.  85.3347066 -13.5192894  191.  954.595 4
 -6.53153537  7.  29.  122.784648  75.7307138  181.  882.308 4
 -6.50925933  7.  29. -306.6056  18.9406763  215.  422.545 4
 -7.16850018  7.  29.  323.294192  29.9107314  250.  946.892 4
 -6.51790488  7.  28. -117.952216 -76.4093072  234.  458.806 5
 -7.00765673  2.  27.  50.901057  27.9707075  105.  906.301 6
 -6.51158455  7.  28.  187.57545  85.7607195  134.  459.244 6
