 -7.26879091  1.  29.  45.5105365 -2.12929289  245.  425.632 1
 -7.95564742  2.  29.  55.5300386  20.440708  345.  331.69 1
 -7.78677506  3.  27.  62.1898024 -24.6492915  95.  889.246 1
 -7.02705313  3.  27.  91.0836016 -5.01928892  244.  452.884 1
 -7.31088089  4.  28. -107.723669  16.0906937  366.  312.892 1
 -7.49223959  6.  28.  84.3342524 -48.5192895  158.  937.69 1
 -7.25153901  6.  28. -121.49115 -40.2893075  286.  925.09 1
 -7.59455624  7.  28. -126.478503 -41.079308  204.  860.637 1
 -6.86827946  9.  29. -112.337724  80.2006933  11.  850.387 1
 -7.40649064  9.  29. -253.282725  22.420681  214.  881.32 1
 -7.35138481  11.  30.  186.530196  95.0307194  75.  437.793 1
 -7.04140198  11.  30.  171.941437  112.720718  360.  867.62 1
 -6.52685969  12.  30.  327.609607 -82.4392683  250.  830.996 1
 -7.25978797  12.  30.  470.167282  25.8707442  287.  955.89 1
 -7.25766071  2.  28. -58.5220783 -13.049302  17.  417.194 2
 -7.6267186  4.  29.  54.7087728 -36.3392921  225.  954.416 2
 -6.88307953  6.  28. -98.4059808  40.4106945  167.  855.121 2
 -6.89700403  6.  28. -158.22436  25.5906893  364.  445.308 2
 -6.87306685  9.  27. -238.469986  20.4206823  49.  810.997 2
 -6.87178483  9.  27. -136.39348 -67.0893088  237.  486.256 2
 -7.12933914  11.  27. -158.254214 -94.0693107  261.  819.873 2
 -6.61510168  12.  29. -318.25272  95.0906753  294.  487.772 2
 -6.86856541  1.  27. -54.1320138  3.57069839  174.  462.824 3
 -6.85675084  2.  28. -72.304498  10.1106968  367.  446.06 3
 -6.55929399  12.  28.  80.9595828 -127.43929  255.  800.233 3
 -6.92010447  4.  28. -107.081583 -17.0393063  180.  844.476 4
 -6.84739078  11.  27. -110.023217 -100.929307  178.  513.15 4
