  2.  26.  67.3778791  30.
  4.  29.  89.4684906  33.
  0.  27.  108.91761  29.
  2.  28.  134.145334  34.
  2.  23.  156.070023  26.
  3.  27.  181.996704  32.
  0.  30.  208.046768  31.
  1.  27.  234.701523  27.
  0.  28.  289.453495  32.
  1.  29.  329.672089  29.
  2.  25.  394.396942  31.
  2.  26.  479.975006  34.
