 -145.961    1.000  154.000  108.894  111.000     .643    1.000   62.159   26.000     .635
 -150.147  136.000   89.000   62.933   77.000     .611    2.000   90.477   27.000     .404
 -119.386  100.000   34.000   24.042   44.000     .609    3.000  107.414   26.000     .570
 -147.648  148.000   16.000   11.314  106.000     .596    4.000  131.553   28.000     .713
 -144.548  287.000   12.000    8.485  112.000     .636    5.000  155.059   26.000    1.019
 -149.223  288.000  111.000   78.489  100.000     .669    6.000  185.726   27.000    1.410
 -151.542  311.000   65.000   45.962  106.000     .726    7.000  224.881   28.000    2.186
 -140.169  246.000   69.000   48.790   81.000     .783    8.000  265.469   27.000    2.589
 -139.302  181.000   41.000   28.991   65.000     .797    9.000  309.248   28.000    4.821
 -147.872   93.000  121.000   85.560   97.000     .778   10.000  378.756   28.000   11.032
