 -6.8875191  1.  34.  46.3616705  11.2707072  66.  1111.99 1
 -6.86297244  1.  34.  54.6639743 -14.6892921  85.  1403.66 1
 -8.03984756  2.  35.  106.22485 -13.5592876  5.  1072.78 1
 -7.0444792  2.  35.  84.0953314  19.2707105  9.  1128.55 1
 -7.42893941  2.  35.  86.3202296  8.83071068  54.  1118.91 1
 -7.48539173  3.  36. -153.475918 -6.73931029  8.  1280.88 1
 -6.9631073  2.  33.  60.8757654  17.3807084  96.  1141.48 2
 -7.17135305  3.  34.  57.695214 -57.6292919  39.  1464.02 2
 -6.64748297  2.  32. -71.9909231  24.3906968  43.  1244.26 3
 -7.14525759  3.  33.  95.130231 -49.9092886  51.  1469.84 3
 -6.58934752  1.  32. -68.0786857  3.85069718  73.  1229.39 4
 -6.56176089  1.  32.  52.4988055 -11.3092923  108.  1376.04 4
 -6.90764319  3.  32.  13.3615123  47.3707043  7.  1019.48 4
 -6.89317132  3.  31.  59.8305043  101.110708  74.  1371.81 5
 -6.88010363  3.  31. -5.55757266 -49.9492974  57.  1355.22 6
 -6.80238245  2.  29.  55.7092287 -22.129292  62.  1396.43 7
 -6.76119744  2.  29.  95.697648  23.9707115  40.  1411.41 8
 -6.69363571  3.  30.  59.4124149 -37.5292917  93.  1096.44 8
 -6.56849214  3.  30. -102.094232  25.7806942  80.  1214.4 9
