          61.000         171.000          51.000         131.000          36.062          92.631          41.000          81.000
          61.000         141.000          21.000         101.000          14.849          71.418          81.000         141.000
          31.000         221.000          31.000         171.000          21.920         120.915          71.000         131.000
         141.000         221.000          31.000          71.000          21.920          50.205          51.000         111.000
          41.000         201.000          41.000         151.000          28.991         106.773          51.000         101.000
           1.000         181.000          21.000         181.000          14.849         127.986          81.000         141.000
         171.000         371.000          51.000         161.000          36.062         113.844          61.000         121.000
           1.000         251.000          31.000         181.000          21.920         127.986          61.000         111.000
          91.000         191.000          11.000          71.000           7.778          50.205          51.000          71.000
         201.000         231.000          11.000          31.000           7.778          21.920          51.000          71.000
         101.000         181.000          41.000         111.000          28.991          78.489          41.000          61.000
