 -7.46449125  2.  30.  68.073086 -2.16929092  10.  1045.11 1
 -7.63363341  3.  30. -86.9380487 -15.5393045  4.  1329.06 1
 -6.99118926  3.  30.  52.6331926  18.6607077  139.  1476.39 1
 -7.74590071  6.  32.  162.847738  8.46071737  103.  1561.92 1
 -7.16019223  5.  30.  16.9004431  45.4007046  16.  1436.04 2
