 -7.16764999  2.  35.  122.530808  .650713837  24.  1142.58 1
 -9.25804512  2.  35. -89.5959813  2.3306953  56.  857.374 1
 -7.71848247  3.  35.  54.9327583 -65.2292921  6.  1007.27 1
 -7.61152519  3.  35.  11.7339115 -51.9592959  92.  968.7 1
