 -156.453   91.000  113.000   79.903   87.000     .654    1.000   54.573   30.000     .468
 -162.357   76.000  116.000   82.024   96.000     .619    2.000   76.426   30.000     .430
 -155.722  167.000   95.000   67.175  103.000     .607    3.000  100.328   27.000     .461
 -158.720   58.000   84.000   59.397   91.000     .602    4.000  121.907   28.000     .653
 -162.002   93.000  139.000   98.288  106.000     .638    5.000  149.323   30.000     .919
 -157.508  226.000   77.000   54.447   84.000     .647    6.000  175.309   30.000     .928
 -152.207  203.000   44.000   31.113   83.000     .699    7.000  199.456   30.000    1.423
 -156.634   73.000   70.000   49.497   86.000     .734    8.000  232.032   30.000    1.371
 -161.254  206.000   31.000   21.920  118.000     .801    9.000  257.942   30.000    3.206
 -150.621  314.000   10.000    7.071   69.000     .839   10.000  313.347   30.000    5.231
 -172.862  225.000   55.000   38.891  130.000     .762   11.000  376.602   31.000   13.652
