 -7.10680677  1.  33.  56.5603604  18.040708  29.  1090.22 1
 -6.86172476  1.  33. -55.6550964 -13.1593018  62.  990.158 1
 -7.6407069  2.  34. -75.1117485 -18.8493035  94.  889.05 1
