 -7.28320828  1.  32. -45.5310689  9.72069914  14.  1320.82 1
 -6.89905667  2.  31. -79.0687815 -9.50930378  143.  949.534 1
 -6.93742223  3.  30. -83.7276254 -25.9593042  7.  1266.27 1
 -7.13194947  1.  31. -58.3279601 -8.23930197  18.  1283.69 2
