 -7.84777162  1.  35.  50.9010591  3.48070757  53.  1503.32 1
 -7.76837988  2.  35. -79.7705964  9.82069615  41.  899.745 1
 -7.32886923  3.  36. -4.22860647 -57.6492973  75.  1016.03 1
 -6.98678434  1.  34.  48.4521799 -8.88929264  52.  1105.2 2
 -7.57795347  1.  34. -59.3582812 -14.2593021  54.  945.777 2
 -6.97680103  2.  34.  47.5562444  33.3607073  55.  1435.74 2
 -7.72635888  1.  33.  51.6327383 -15.3292924  35.  1445.26 3
 -6.79099444  1.  33.  54.6639735 -5.18929209  102.  1146.26 3
 -6.57535124  1.  31.  52.0359057  7.50070767  16.  1163.14 4
 -7.08669043  1.  31. -41.932407 -18.6593006  96.  1305.35 4
