 -7.28535148  5.  29. -145.741045  50.2606904  107.  401.679 1
 -7.58387476  6.  30. -237.603911 -73.1593177  115.  341.993 1
 -6.50354227  6.  29.  51.0503904 -102.779293  17.  444.839 2
 -6.59783508  6.  29. -328.764977 -18.7993256  19.  433.408 3
 -7.40938482  4.  27. -66.8393175  51.0806973  118.  396.305 4
 -6.66538569  6.  29. -210.472106 -107.199315  132.  447.368 4
 -7.16094743  5.  27.  51.1399691  61.4307076  178.  913.435 5
 -6.64417198  6.  29. -241.531082 -26.709318  73.  457.245 5
 -6.979723  4.  28. -40.6631672 -54.3093005  131.  464.102 6
 -7.17382758  5.  27.  216.947091 -21.7592779  2.  428.737 6
 -6.55899144  6.  28.  19.6778486 -147.579295  5.  463.566 6
 -6.95282374  4.  26. -85.4448343  44.8506956  160.  465.698 7
 -7.47414333  5.  27.  176.316584 -29.8192815  142.  930.904 7
 -7.12034802  4.  27. -76.4556516  43.3806964  179.  475.384 8
