 -174.267  121.000   76.000   53.740   19.000     .092    1.000   71.584   34.000     .795
 -166.111  161.000   93.000   65.761   42.000     .102    2.000  102.115   32.000     .820
 -175.677   70.000  108.000   76.368   62.000     .160    3.000  159.027   34.000    8.074
