 -7.16343553  1.  34. -64.5248226  1.20069748  56.  1321.09 1
 -8.15840497  2.  34. -108.992903 -20.2093064  78.  894.015 1
 -7.3474608  3.  36. -73.4841353 -61.8093033  5.  1372.67 1
