 -8.8398929  2.  32. -75.4999895  26.8306965  27.  872.413 1
 -7.14383818  2.  32.  86.5143488  1.92071069  93.  1141.11 1
 -8.37188811  3.  35. -29.7626634 -54.8492995  3.  1453.75 1
 -7.16937034  3.  35. -144.5166 -5.88930951  18.  1282.24 1
