 -145.096   12.000  108.000   76.368   75.000     .640    1.000   61.527   29.000     .674
 -145.116   64.000   54.000   38.184   92.000     .607    2.000   90.538   28.000     .461
 -150.377  148.000   89.000   62.933   84.000     .599    3.000  119.056   28.000     .547
 -155.218   31.000  105.000   74.246   91.000     .610    4.000  137.079   30.000     .742
 -158.709  194.000  110.000   77.782  122.000     .637    5.000  158.636   29.000     .508
 -161.485  190.000   78.000   55.154   93.000     .655    6.000  178.398   29.000     .773
 -137.960   72.000   15.000   10.607  108.000     .683    7.000  195.255   27.000    1.272
 -164.213  282.000   20.000   14.142  124.000     .763    8.000  231.526   28.000    2.197
 -155.009  263.000   93.000   65.761   97.000     .796    9.000  267.861   29.000    3.664
 -154.269   75.000  119.000   84.146  104.000     .818   10.000  328.382   28.000    4.407
 -151.986    1.000  125.000   88.388   78.000     .766   11.000  384.177   29.000    9.253
