 -6.99742183  1.  35.  44.5399426  10.070707  30.  1095.45 1
 -7.3417631  3.  34.  191.427964 -4.41928013  7.  1014.3 1
 -8.52120919  3.  34.  111.212208 -58.3192872  15.  1536.57 1
