           1.000          51.000          51.000         191.000          36.062         135.057          51.000         101.000
         131.000         131.000          11.000          11.000           7.778           7.778          81.000         121.000
           1.000         111.000          61.000         221.000          43.134         156.271          71.000         151.000
          81.000         201.000          31.000         121.000          21.920          85.560          61.000         121.000
         161.000         261.000          11.000          91.000           7.778          64.347          81.000         161.000
          61.000         331.000          31.000         161.000          21.920         113.844          41.000         101.000
         111.000         291.000          51.000         161.000          36.062         113.844          71.000         151.000
         201.000         331.000          21.000          91.000          14.849          64.347          61.000         151.000
           1.000         321.000          11.000         221.000           7.778         156.271          71.000         171.000
          71.000         271.000          31.000         141.000          21.920          99.702          71.000         131.000
           1.000         331.000          11.000         211.000           7.778         149.200          61.000         141.000
         191.000         221.000          11.000          31.000           7.778          21.920          81.000         141.000
          11.000         231.000           1.000          11.000            .707           7.778          91.000         141.000
           1.000          81.000          11.000         141.000           7.778          99.702          61.000         101.000
           1.000         101.000          31.000         171.000          21.920         120.915          61.000         111.000
