 -7.46326886  1.  31. -51.5487431 -3.97930139  57.  927.346 1
 -7.12606883  2.  30. -42.0817289 -19.8493006  79.  1346.32 1
 -7.2417394  4.  31.  56.0974611  31.690708  3.  1044.7 1
 -7.29998917  5.  30. -91.5371697  34.2506951  14.  1331.09 1
 -7.0850929  2.  29.  79.7201999 -5.60928991  153.  1144.87 2
 -7.29039397  5.  30. -47.6514438  43.1506989  146.  929.701 2
