 -146.197   61.000  123.000   86.974   90.000     .642    1.000   62.134   26.000     .485
 -148.560  151.000   79.000   55.861   70.000     .613    2.000   75.411   28.000     .242
 -150.573    1.000  116.000   82.024   92.000     .610    3.000   90.458   27.000     .402
 -132.187  159.000   40.000   28.284   83.000     .593    4.000  108.803   24.000     .358
 -149.223  100.000   88.000   62.225   88.000     .611    5.000  122.491   26.000     .409
 -139.825  154.000  102.000   72.125   70.000     .621    6.000  136.454   22.000     .476
 -158.040  173.000   79.000   55.861  106.000     .631    7.000  149.716   28.000     .635
 -167.754  227.000   62.000   43.841  109.000     .655    8.000  169.935   27.000     .603
 -130.395  300.000   70.000   49.497  101.000     .676    9.000  182.355   24.000     .852
 -163.468  198.000  102.000   72.125  114.000     .716   10.000  198.635   28.000    1.256
 -131.094  143.000    2.000    1.414  105.000     .759   11.000  219.080   25.000    1.483
 -140.747  263.000   18.000   12.728   72.000     .796   12.000  243.516   26.000    1.965
 -148.479    1.000   11.000    7.778  113.000     .837   13.000  273.247   28.000    2.244
 -137.886  223.000   32.000   22.627   55.000     .790   14.000  306.487   28.000    5.236
 -155.910   25.000   26.000   18.385  125.000     .763   15.000  344.385   29.000    7.633
