  70.1135559  1.  63.2680855  46.7051218  69.647377  1.
  85.2791519  2.  77.7429199  70.1135559  83.6439514  1.
  106.254875  3.  91.8031082  84.170723  102.103172  1.
  121.946129  4.  109.076111  103.504486  114.792389  1.
  137.803741  5.  122.491417  114.917587  131.203873  1.
  155.725647  6.  137.683319  131.555191  147.169968  1.
  173.776001  7.  153.875473  147.238159  164.991501  1.
  190.505829  8.  171.882462  166.049515  177.276184  1.
  215.351501  9.  184.831436  177.983231  192.288055  1.
  240.044128  10.  204.429214  192.322479  217.00209  1.
  270.913666  11.  227.702698  217.476624  240.044128  1.
  302.754272  12.  256.494507  240.851013  268.35434  1.
  339.693207  13.  282.685455  269.490997  301.345154  1.
  404.966309  14.  311.788849  301.76297  333.480438  1.
  492.732056  15.  373.225464  334.048309  394.25412  1.
  69.647377  1.  62.1338806  46.7051218  68.212677  2.
  84.5565796  2.  74.0767593  69.2416763  82.5946503  2.
  106.254875  3.  90.1323929  82.9159088  102.020226  2.
  121.946129  4.  108.802656  102.103172  114.670654  2.
  137.803741  5.  122.491414  114.792389  131.203873  2.
  154.827606  6.  137.683319  131.555193  146.948898  2.
  173.724579  7.  153.552887  147.169968  164.991501  2.
  190.11058  8.  171.882462  166.049522  177.276184  2.
  213.262054  9.  183.595184  177.983231  191.256088  2.
  239.931122  10.  200.931758  191.981373  215.475266  2.
  269.490997  11.  226.659363  216.578503  239.931122  2.
  302.519928  12.  256.273438  240.044128  268.188904  2.
  337.784912  13.  282.685455  268.35434  301.345154  2.
  407.98906  14.  311.788849  301.76297  331.117249  2.
  492.732056  15.  372.697815  333.480438  393.257446  2.
  69.647377  1.  62.1338806  46.7051218  68.212677  3.
  85.2791485  2.  75.4111023  69.2416763  83.330864  3.
  106.254875  3.  90.4578171  83.6439514  102.020226  3.
  121.946129  4.  108.802656  102.103172  114.670654  3.
  137.803741  5.  122.491414  114.792389  131.203873  3.
  154.827606  6.  137.683319  131.555193  146.948898  3.
  173.724579  7.  153.552887  147.169968  164.991501  3.
  190.000275  8.  171.882462  166.049522  177.276184  3.
  211.242264  9.  183.595184  177.983231  190.72374  3.
  239.69043  10.  200.931758  191.256088  215.475269  3.
  269.490997  11.  226.395737  216.578503  239.69043  3.
  302.754272  12.  252.047409  239.931122  266.330841  3.
  337.784912  13.  282.685455  268.188904  301.345154  3.
  407.98906  14.  311.788849  301.76297  331.117249  3.
  492.732056  15.  372.697815  333.480438  393.257446  3.
  69.647377  1.  62.1338806  46.7051218  68.212677  4.
  85.2791485  2.  75.4111023  69.2416763  83.330864  4.
  106.254875  3.  90.4578171  83.6439514  102.020226  4.
  121.946129  4.  108.802656  102.103172  114.670654  4.
  137.683319  5.  122.491414  114.792389  131.203873  4.
  153.996094  6.  136.453751  131.555193  142.415039  4.
  173.394302  7.  149.715881  144.744507  161.535416  4.
  190.000275  8.  169.93515  162.147507  174.649537  4.
  211.242264  9.  182.355179  174.82399  188.846893  4.
  239.124725  10.  198.635117  190.000275  208.948318  4.
  268.35434  11.  219.080002  210.676132  232.944458  4.
  302.754272  12.  243.516388  233.050446  261.818787  4.
  337.784912  13.  273.24704  262.386993  293.838104  4.
  407.98906  14.  306.486847  295.291504  323.359741  4.
  492.732056  15.  344.385376  324.987305  381.133545  4.
