           1.000         191.000          31.000         231.000          21.920         163.342          61.000         141.000
          81.000         201.000          51.000         151.000          36.062         106.773          51.000         111.000
           1.000         161.000          11.000         211.000           7.778         149.200          61.000         141.000
         101.000         201.000          11.000          81.000           7.778          57.276          61.000         121.000
          11.000         181.000          41.000         161.000          28.991         113.844          61.000         131.000
          21.000         321.000          21.000         191.000          14.849         135.057          51.000         141.000
          91.000         251.000          31.000         141.000          21.920          99.702          71.000         171.000
         121.000         281.000          41.000         151.000          28.991         106.773          81.000         151.000
         201.000         381.000          21.000         141.000          14.849          99.702          71.000         161.000
          41.000         321.000          51.000         201.000          36.062         142.128          81.000         171.000
       10000.000       -1000.000       10000.000       -1000.000        7071.068        -707.107       10000.000       -1000.000
         221.000         281.000          11.000          61.000           7.778          43.134          61.000          91.000
           1.000         391.000           1.000         271.000            .707         191.626          81.000         151.000
         181.000         251.000          11.000          91.000           7.778          64.347          41.000          81.000
           1.000         111.000          11.000         251.000           7.778         177.484          91.000         171.000
