 -7.03143424  1.  35. -86.5946089 -6.99930445  45.  1274.85 1
 -7.21865524  1.  35. -63.5094335  4.03069758  99.  1282.18 1
 -8.00091556  2.  32. -123.716051  .330692309  4.  1358.94 1
 -7.6127206  2.  32.  36.6706784 -30.2892937  83.  1475.17 1
 -7.8923611  2.  32. -102.153957 -23.8193058  98.  892.927 1
 -6.87758109  3.  35.  .251051722 -47.6092969  58.  998.912 1
 -7.90007111  3.  35.  105.612621  87.9007123  101.  1460.69 1
 -7.78433525  2.  29. -44.9785802  39.0206992  28.  1389.02 2
 -8.06415032  2.  29. -61.6578378 -33.5793023  65.  941.284 2
 -6.62883446  2.  32. -44.2469016  27.8706992  33.  1011.97 3
 -7.01175909  2.  32.  131.281076 -10.1792854  38.  1410.13 4
