          81.000          91.000          11.000          21.000           7.778          14.849          91.000         131.000
           1.000         141.000          51.000         191.000          36.062         135.057          61.000         141.000
         311.000         341.000          11.000          21.000           7.778          14.849          71.000         101.000
          61.000         281.000          61.000         181.000          43.134         127.986          41.000         111.000
         131.000         211.000          21.000          91.000          14.849          64.347          81.000         141.000
          91.000         331.000          11.000         131.000           7.778          92.631          81.000         141.000
           1.000         291.000          11.000         181.000           7.778         127.986         101.000         171.000
           1.000         391.000          51.000         231.000          36.062         163.342          61.000         131.000
         131.000         301.000          41.000         141.000          28.991          99.702          71.000         141.000
         161.000         261.000          11.000          21.000           7.778          14.849          81.000         131.000
          11.000         171.000          11.000         161.000           7.778         113.844          61.000         101.000
