 -151.002   86.000   12.000    8.485  109.000     .633    1.000   68.255   28.000     .622
 -149.215   43.000  106.000   74.953   89.000     .607    2.000   90.591   27.000     .543
 -150.861  323.000   15.000   10.607   81.000     .593    3.000  117.800   28.000     .655
 -155.928  178.000  104.000   73.539   65.000     .607    4.000  137.806   28.000     .469
 -151.790  184.000   26.000   18.385  105.000     .639    5.000  153.148   28.000     .747
 -153.725  299.000   21.000   14.849  102.000     .659    6.000  175.661   28.000     .699
 -153.496  236.000   26.000   18.385  126.000     .668    7.000  193.776   28.000     .803
 -151.452    2.000  118.000   83.439   92.000     .718    8.000  212.308   29.000    1.738
 -154.277  233.000   66.000   46.669   99.000     .773    9.000  248.155   29.000    3.045
 -150.348  248.000    9.000    6.364   98.000     .815   10.000  298.558   29.000    4.937
 -145.363  134.000   37.000   26.163   77.000     .796   11.000  366.340   29.000    9.190
