           1.000         161.000           1.000         151.000            .707         106.773          51.000         161.000
         151.000         221.000           1.000          31.000            .707          21.920          41.000         131.000
          31.000         241.000          11.000         141.000           7.778          99.702          21.000         161.000
          11.000         391.000          41.000         231.000          28.991         163.342          21.000          61.000
          91.000         391.000           1.000         181.000            .707         127.986          91.000         251.000
           1.000          71.000           1.000          71.000            .707          50.205          61.000         171.000
         161.000         391.000          11.000          41.000           7.778          28.991          61.000         151.000
         121.000         121.000           1.000           1.000            .707            .707         101.000         211.000
          91.000         391.000           1.000         251.000            .707         177.484          31.000         281.000
         101.000         391.000           1.000         131.000            .707          92.631          41.000         151.000
         171.000         211.000           1.000         111.000            .707          78.489          91.000         201.000
         201.000         291.000          11.000          41.000           7.778          28.991          51.000         151.000
         111.000         111.000           1.000           1.000            .707            .707          51.000         171.000
           1.000         391.000           1.000         291.000            .707         205.768          41.000         151.000
         121.000         261.000           1.000          71.000            .707          50.205          41.000         141.000
