  -32.014  117.000    6.000    4.243   70.000     .635    1.000  176.102    6.000    3.159
  -31.747  165.000    7.000    4.950   63.000     .661    2.000  180.974    6.000     .290
  -47.574  199.000   14.000    9.899   89.000     .645    3.000  187.232    7.000     .177
  -30.978  401.000   63.000   44.548   23.000     .643    4.000  189.219    4.000     .999
  -35.646  161.000    4.000    2.828  158.000     .679    5.000  190.915    3.000     .181
  -27.444   70.000    1.000     .707   88.000     .753    6.000  193.935    3.000     .192
  -36.412  175.000    6.000    4.243   83.000     .695    7.000  215.194    4.000     .272
  -41.065  121.000    2.000    1.414  139.000     .737    8.000  219.105    5.000     .254
  -24.985  340.000   66.000   46.669   47.000     .733    9.000  221.026    4.000     .326
  -37.988  362.000    1.000     .707   81.000     .692   10.000  223.555    4.000     .132
  -29.668  209.000    1.000     .707  127.000     .727   11.000  228.011    4.000     .186
  -46.198  252.000   16.000   11.314   79.000     .770   12.000  230.151    7.000     .492
  -27.448  112.000    1.000     .707   83.000     .818   13.000  235.087    4.000     .317
  -27.239   40.000    1.000     .707   76.000     .800   14.000  237.672    4.000     .264
  -36.334  197.000   10.000    7.071   67.000     .777   15.000  242.087    6.000     .740
