 -158.293  229.000   13.000    9.192   69.000     .645    1.000   56.904   29.000     .479
 -156.213  182.000   72.000   50.912   74.000     .613    2.000   75.420   27.000     .315
 -137.995  121.000   54.000   38.184   43.000     .607    3.000   91.403   28.000     .424
 -149.616   24.000   27.000   19.092  124.000     .613    4.000  112.075   27.000     .488
 -160.562  258.000   61.000   43.134   93.000     .618    5.000  133.859   30.000     .841
 -148.155  106.000   60.000   42.426   70.000     .646    6.000  160.142   29.000     .814
 -160.005  198.000   95.000   67.175   97.000     .684    7.000  183.339   30.000    1.464
 -163.979  231.000   59.000   41.719  105.000     .728    8.000  214.908   30.000    1.586
 -152.339  183.000   49.000   34.648  102.000     .776    9.000  248.679   28.000    2.622
 -152.841  372.000    1.000     .707   83.000     .833   10.000  295.433   30.000    5.063
 -157.570  234.000   56.000   39.598   81.000     .736   11.000  359.331   30.000    9.950
