          31.000         121.000          31.000         101.000          21.920          71.418          51.000         101.000
           1.000         161.000          21.000         181.000          14.849         127.986          61.000         131.000
           1.000         181.000          11.000         251.000           7.778         177.484          81.000         181.000
           1.000         201.000          71.000         201.000          50.205         142.128          71.000         161.000
         141.000         321.000          61.000         131.000          43.134          92.631          51.000         121.000
          61.000         391.000          31.000         221.000          21.920         156.271          91.000         191.000
         291.000         391.000          31.000         131.000          21.920          92.631          71.000         151.000
         141.000         271.000          41.000         131.000          28.991          92.631          61.000         101.000
           1.000         351.000          11.000         251.000           7.778         177.484         101.000         171.000
           1.000         101.000          11.000          91.000           7.778          64.347          41.000          61.000
           1.000         211.000          31.000         231.000          21.920         163.342          81.000         141.000
