 -146.571   81.000   57.000   40.305   73.000     .641    1.000   62.062   29.000     .658
 -144.317   78.000  100.000   70.711   86.000     .603    2.000   87.473   27.000     .339
 -157.465    1.000   15.000   10.607  135.000     .600    3.000  108.693   29.000     .484
 -159.805   84.000  123.000   86.974  104.000     .600    4.000  127.344   28.000     .669
 -155.624  232.000   81.000   57.276   72.000     .611    5.000  151.828   28.000     .584
 -155.633  350.000   40.000   28.284  122.000     .655    6.000  169.019   27.000     .863
 -157.673  401.000   50.000   35.355  107.000     .675    7.000  189.694   27.000     .849
 -158.980  205.000   68.000   48.083   73.000     .731    8.000  210.851   30.000    1.567
 -154.018  174.000   98.000   69.296  125.000     .767    9.000  242.970   28.000    2.190
 -129.326   71.000   15.000   10.607   47.000     .834   10.000  279.862   28.000    5.676
 -160.372  167.000   50.000   35.355  105.000     .729   11.000  356.125   30.000   10.401
