  3.  27.  68.9553604  32.
  5.  29.  85.0347214  30.
  5.  27.  103.751503  28.
  2.  27.  126.486549  31.
  1.  28.  148.710052  29.
  11.  31.  178.022217  31.
  4.  27.  203.673904  27.
  4.  29.  242.790137  34.
  1.  32.  279.388263  34.
  0.  25.  338.179429  28.
  4.  29.  404.280954  33.
  5.  28.  487.757874  31.
