  776.512 -118.385258  10.5306928  1.
  782.708 -96.0018856 -91.4893053  1.
  697.54  166.341874  5.13071766  1.
  700.074 -149.87726  5.54069002  1.
  707.806 -268.468765 -37.9593204  1.
  605.599  179.108901  9.86071878  1.
  733.192 -15.3530892 -102.449298  1.
  730.565 -165.959239  31.9706886  1.
  720.16 -196.600115  124.140686  1.
  784.453  419.800982  10.2307398  1.
  681.506  366.403447 -.179264843  1.
  818.669 -462.766511 -17.6593374  1.
  641.135 -46.4717948 -19.859301  1.
  759.976 -47.6813019 -28.5593011  1.
  695.5 -157.089515  47.6006894  1.
  419.899 -68.8103605 -28.3293029  1.
  879.677  158.696592 -31.519283  1.
  668.596  77.5102402 -68.0892901  1.
  707.335  380.379991 -80.1292636  1.
  721.64  146.063948  27.7807159  1.
  563.302  243.317352 -41.3592756  1.
  655.104 -44.6799318 -12.4993008  1.
  645.465  36.5362886 -30.2792937  1.
  448.978 -21.7590164  66.1007012  1.
  636.927 -318.178047 -47.1893247  1.
  713.718  44.7639212  61.120707  1.
  652.217 -56.6406225 -.989301827  1.
  607.731 -48.0994075  16.7006989  1.
  458.962 -236.528803  59.2106824  1.
  401.064 -49.0401376  36.4206988  1.
  738.73 -55.9238734 -42.7993018  1.
  640.31 -62.747887 -46.8693024  1.
  798.295  79.8695226 -13.5592899  1.
  926.319  108.49454  34.6407126  1.
  663.428 -132.79483  34.2206915  1.
  697.609  88.7243077  73.4807109  1.
  642.341 -231.660903  7.60068288  1.
  724.494  12.5103762  57.5707042  1.
  569.008 -89.1629494  23.1606953  1.
  568.291 -106.125923 -5.50930615  1.
  815.982  141.763472  57.5507155  1.
  805.58  46.3467427 -38.9392928  1.
  699.552  10.5841339 -69.479296  1.
  528.071 -37.019712 -44.1793001  1.
  843.265  380.230657  53.3607363  1.
  655.67 -106.125919 -46.8393062  1.
  502.259 -175.485975 -29.6993122  1.
  871.075  26.9498112  50.1807055  1.
  727.755  7.94112502  45.0907038  1.
  766.67  40.463461 -82.5492934  1.
  809.942  124.695977 -13.059286  1.
  848.169  61.234145 -62.2492915  1.
  697.143  151.708322 -8.33928362  1.
  645.348 -37.5423477  56.1506998  1.
  870.677  190.965069 -39.5792802  1.
  749.318  97.4447166  5.54071164  1.
  732.695  43.4050915  58.0407069  1.
  779.267  194.892226  88.1407201  1.
  658.151 -57.0139284  9.75069814  1.
  680.684  10.5691917  44.560704  1.
  617.29  66.4305361  92.9607089  1.
  538.336 -129.181235  1.36069183  1.
  646.019 -64.9877147 -67.3993026  1.
  693.327  19.6479671  47.9707048  1.
  459.463 -116.085697 -9.86930703  1.
  497.27 -107.111458  113.000694  1.
  657.543 -25.8653689  46.5307008  1.
  573.089 -147.965937 -21.9293098  1.
  546.631 -136.751852 -84.2493089  1.
  969.926  216.230336  80.430722  1.
  331.503 -141.05233 -21.0593092  1.
  534.989 -156.984987  14.5406894  1.
  556.942 -101.01911 -21.9093057  1.
  672.487 -38.3934731 -56.5893003  1.
  911.987  241.002858  4.66072419  1.
  567.231 -48.4129859  42.9606989  1.
  515.734  15.1683172 -57.2892956  1.
  629.486  68.2522713  9.82070909  1.
  552.704 -82.6973018 -48.8093041  1.
  714.34  25.3968604  76.5207053  1.
  515.423 -62.1506053  24.5506977  1.
  489.424 -163.346102 -1.94931115  1.
  824.378  70.6563556  3.01070931  1.
  652.533  57.6504108  18.4507081  1.
  597.777 -149.27997 -24.83931  1.
  681.96  74.3595461 -62.1892904  1.
  784.69  104.671905 -57.4892877  1.
  738.394  63.6083625 -40.9192913  1.
  814.432  48.6313659 -4.19929262  1.
  854.542  41.3743149  33.5307067  1.
  960.215  165.968569  2.36071763  1.
  822.638  152.440007 -105.159284  1.
  819.352  51.3042285  2.19070762  1.
  738.939  81.3776816 -96.1792898  1.
  648.528 -121.774869  45.4406925  1.
  581.077 -77.9638068  80.7606963  1.
  599.109 -77.217189 -9.85930363  1.
  716.565  45.8539814 -52.9792929  1.
  725.04  66.2663009 -124.249291  1.
  594.576 -71.259244  7.72069689  1.
  511.18 -24.8649129  60.4107009  1.
  579.869 -60.7619103  15.6606978  1.
  826.636  72.2391643  50.2607094  1.
  775.348  208.719447  8.80072138  1.
  471.063 -193.449412  18.6006862  1.
  594.303 -98.6448897 -30.5793055  1.
  508.421 -184.445299  36.320687  1.
  836.681  105.537964  40.1107123  1.
  766.289  74.8523025  8.34070966  1.
  564.865 -87.3710843  5.89069548  1.
  799.825  106.269646 -15.1592876  1.
  615.21 -125.955883  19.6506921  1.
  770.813  70.9699346 -29.3392907  1.
  477.672 -64.6144179  24.6806975  1.
  801.585  76.9577395  40.3107098  1.
  787.122  20.9470688  41.3807049  1.
  732.895  35.8941962  60.3707062  1.
  598.307 -60.2542035 -121.849302  1.
  624.305  74.0160969  37.1807096  1.
  773.812  280.901691 -34.4992723  1.
  717.402  110.480521  48.3107128  1.
  630.902 -242.307563  48.2106819  1.
  659.223 -72.2746403  87.2606968  1.
  815.187  220.933983  22.4007224  1.
  657.922  17.1542867  87.8007046  1.
  706.271  89.1424164 -8.96928908  1.
  610.301 -161.912606 -57.0793111  1.
  617.916  3.92437231 -49.3892966  1.
  587.993 -41.2305905 -55.5793005  1.
  502.611 -82.0104262  12.6006959  1.
  814.499  104.925747  9.6007123  1.
  598.85  30.9068523 -51.1192942  1.
  595.954 -29.4640312  79.5307005  1.
  741.946 -166.257875 -54.1693114  1.
  774.846  74.8523053 -23.6292904  1.
