  82.4580994  1.  68.7857895  49.6432238  81.049614  1.
  106.252441  2.  89.9475327  82.4580994  103.010139  1.
  126.416214  3.  111.595596  104.755669  119.76683  1.
  139.841064  4.  129.512405  121.176926  135.103989  1.
  161.158371  5.  142.566422  135.656448  149.740173  1.
  186.668915  6.  162.910645  150.332779  175.258255  1.
  224.75885  7.  188.111267  176.804565  208.094254  1.
  254.1884  8.  224.75885  208.819  243.053345  1.
  296.575104  9.  252.330017  243.677124  263.881042  1.
  346.110046  10.  287.993622  264.749725  308.615112  1.
  409.279724  11.  334.611664  310.038086  361.73938  1.
  493.811646  12.  398.538696  366.81897  432.120117  1.
  82.4580994  1.  69.3324432  49.6432238  81.049614  2.
  106.252441  2.  88.3496399  82.4580994  103.010139  2.
  126.416214  3.  111.595596  104.755669  119.76683  2.
  140.135064  4.  129.594284  121.176926  136.416712  2.
  162.018051  5.  142.722046  136.716721  150.718765  2.
  188.111265  6.  162.98288  151.882782  174.4646  2.
  224.75885  7.  185.720016  175.258255  206.597549  2.
  254.007782  8.  221.822418  207.202133  241.841614  2.
  293.087097  9.  251.171478  242.181213  257.933472  2.
  344.527435  10.  279.573761  258.24968  301.048284  2.
  408.509155  11.  326.291443  303.328094  360.022827  2.
  493.811646  12.  392.408112  361.256958  430.382477  2.
  82.5482941  1.  69.3324432  49.6432238  81.049614  3.
  106.268608  2.  88.3496399  82.4580994  102.815567  3.
  127.247742  3.  111.595596  104.755669  121.847382  3.
  141.855225  4.  130.346664  121.864159  138.26152  3.
  162.45932  5.  142.784088  138.290207  151.882782  3.
  188.111265  6.  164.320751  152.200546  175.258255  3.
  224.75885  7.  188.111265  176.804565  207.202133  3.
  254.007782  8.  223.508224  208.094251  242.181213  3.
  292.012146  9.  251.591705  243.053345  257.933472  3.
  340.351715  10.  279.573761  258.24968  299.959991  3.
  407.948944  11.  322.811462  301.048284  354.096741  3.
  493.811646  12.  382.692627  355.819183  430.382477  3.
  82.4580994  1.  69.3324432  49.6432238  81.049614  4.
  106.252441  2.  88.3496399  82.4580994  102.815567  4.
  126.416214  3.  111.396805  104.755669  119.76683  4.
  139.841064  4.  129.520828  121.176926  135.656448  4.
  162.018051  5.  142.566419  136.021347  150.467224  4.
  185.720016  6.  162.45932  150.718765  172.798429  4.
  223.508224  7.  184.163803  174.261978  205.648041  4.
  252.330017  8.  221.017548  206.597549  240.08168  4.
  289.278717  9.  251.171478  241.841614  257.933472  4.
  338.103333  10.  282.015961  258.24968  301.048284  4.
  409.279736  11.  326.291443  303.328094  360.022827  4.
  493.811646  12.  398.538696  361.256958  440.597446  4.
  82.4580994  1.  69.3324432  49.6432238  81.049614  5.
  106.252441  2.  88.3496399  82.4580994  102.815567  5.
  126.416214  3.  111.396805  104.755669  119.76683  5.
  139.841064  4.  129.520828  121.176926  135.656448  5.
  162.018051  5.  142.566419  136.021347  150.467224  5.
  185.720016  6.  162.45932  150.718765  172.798429  5.
  221.822418  7.  183.605545  174.261978  205.031204  5.
  251.766617  8.  217.459137  205.526062  231.594711  5.
  289.278717  9.  248.322906  232.858658  256.008759  5.
  338.103333  10.  278.115387  256.152064  298.308184  5.
  409.279736  11.  321.647919  299.69458  354.096741  5.
  493.811646  12.  382.692627  355.819183  430.382477  5.
