 -42.2161204  20.4892969  0.  524.204  .587271813  23.
 -69.721227 -10.3107031  0.  665.158  .623777977  31.
  50.0499242 -6.39070312  0.  655.446  .654551871  35.
 -77.9787319  3.48929687  0.  539.429  .633016747  49.
  66.1319002  11.2792969  0.  772.795  .622066565  62.
  68.7748991  .379296875  0.  786.698  .640446788  70.
 -50.831998  3.90929688  0.  660.531  .661280732  85.
  51.0503814  17.6892969  0.  760.585  .600273969  92.
  42.4793004 -14.7707031  0.  633.334  .61757556  96.
 -71.1397857  2.97929688  0.  681.631  .637123989  100.
 -55.5505722 -12.8607031  0.  617.202  .620580413  105.
 -67.9442956 -5.09070312  0.  585.037  .636662299  168.
  81.0342327  .489296875  0.  789.174  .633463544  184.
 -47.7410332  4.21929687  0.  725.115  .666630183  191.
 -67.5411263 -7.65070313  0.  602.641  .631536898  199.
  54.1712105 -2.73070312  0.  748.956  .657656041  200.
 -52.7731836 -18.5407031  0.  759.792  .596732359  204.
 -48.3980499 -12.0907031  0.  629.765  .628961381  224.
  51.6178048  2.29929688  0.  514.644  .663066212  229.
 -44.3812889 -16.8307031  0.  545.783  .605227228  262.
 -78.1131217 -4.83070313  0.  683.432  .631608546  266.
  43.8679947 -16.9507031  0.  791.529  .604647682  284.
  61.264004  6.26929688  0.  584.28  .640069391  290.
  67.4757979  .799296875  0.  769.07  .641539284  291.
  81.4821986  4.09929687  0.  710.791  .631491135  306.
  46.6603155 -5.72070312  0.  727.699  .663312745  312.
  41.3593856  17.8792969  0.  686.194  .60014187  322.
  56.7694128  18.5392969  0.  520.394  .597200747  335.
 -72.1103785 -12.5907031  0.  782.778  .617257932  346.
  49.1390602  7.46929687  0.  694.952  .651450683  349.
  92.6216175 -9.72070312  0.  637.355  .626095041  3.
 -75.7986312 -14.0707031  0.  570.91  .61377999  40.
 -85.9823895 -12.9507031  0.  659.318  .618831401  51.
 -83.5783058  .299296875  0.  773.182  .632895941  53.
 -71.4832263  21.8192969  0.  613.041  .593479377  76.
