           1.000         121.000          31.000         221.000          21.920         156.271          71.000         131.000
          31.000         141.000          11.000         111.000           7.778          78.489          41.000          91.000
           1.000         241.000          51.000         201.000          36.062         142.128          61.000         141.000
          81.000         201.000          51.000         101.000          36.062          71.418          51.000         121.000
         101.000         201.000          31.000          91.000          21.920          64.347          51.000         111.000
         131.000         231.000          31.000         121.000          21.920          85.560          71.000         141.000
           1.000         201.000          11.000         141.000           7.778          99.702          61.000         121.000
           1.000         201.000           1.000         171.000            .707         120.915          61.000         111.000
         141.000         381.000          11.000         151.000           7.778         106.773          91.000         161.000
           1.000         391.000          11.000         231.000           7.778         163.342          81.000         161.000
          41.000          71.000          11.000          41.000           7.778          28.991          61.000         111.000
