 -146.392  103.000   51.000   36.062   84.000     .632    1.000   69.411   27.000     .682
 -143.928   54.000  101.000   71.418   89.000     .611    2.000   88.424   26.000     .448
 -130.001   40.000   73.000   51.619   63.000     .596    3.000  111.727   27.000     .494
 -145.193    1.000  103.000   72.832   95.000     .615    4.000  129.906   27.000     .344
 -143.910   42.000  110.000   77.782   79.000     .598    5.000  142.997   27.000     .687
 -147.014  137.000   88.000   62.225   66.000     .651    6.000  164.560   28.000     .889
 -146.183  261.000   48.000   33.941  123.000     .660    7.000  188.919   27.000    1.517
 -141.408    1.000   95.000   67.175   79.000     .727    8.000  224.953   28.000    1.380
 -149.760  160.000   23.000   16.263  114.000     .784    9.000  252.647   28.000    1.974
 -143.549    1.000  114.000   80.610   83.000     .831   10.000  288.624   28.000    3.083
 -134.734   98.000   46.000   32.527   62.000     .782   11.000  334.695   28.000    5.352
 -144.498   47.000   97.000   68.589   94.000     .733   12.000  401.904   28.000    7.619
