 -139.910  108.000   51.000   36.062   91.000     .642    1.000   63.792   26.000     .554
 -132.313  114.000   82.000   57.983   87.000     .611    2.000   87.613   26.000     .421
 -151.484  181.000   64.000   45.255   51.000     .604    3.000  107.346   26.000     .472
 -118.117    1.000   82.000   57.983   68.000     .588    4.000  123.169   23.000     .632
 -138.521  111.000  135.000   95.459   86.000     .631    5.000  148.441   25.000     .803
 -139.369  181.000   64.000   45.255   93.000     .654    6.000  170.326   26.000     .648
 -125.802  257.000   10.000    7.071   59.000     .674    7.000  187.757   26.000    2.487
 -136.518  162.000   63.000   44.548   95.000     .782    8.000  239.799   26.000    3.441
 -141.753  351.000   14.000    9.899   91.000     .821    9.000  296.921   27.000    3.688
 -128.997  161.000   37.000   26.163   52.000     .712   10.000  355.927   27.000   15.939
