 -146.100   50.000   99.000   70.004   99.000     .651    1.000   55.426   26.000     .512
 -125.652    1.000   28.000   19.799   66.000     .613    2.000   81.362   26.000     .399
 -148.975   53.000  135.000   95.459   97.000     .601    3.000  101.203   28.000     .378
 -152.394   28.000   37.000   26.163  119.000     .601    4.000  119.680   25.000     .446
 -149.965    1.000  112.000   79.196   89.000     .616    5.000  133.513   27.000     .609
 -139.628   86.000   78.000   55.154   93.000     .616    6.000  153.067   26.000     .695
 -139.918    1.000  111.000   78.489   87.000     .650    7.000  172.476   27.000     .922
 -152.857    1.000   39.000   27.577  121.000     .723    8.000  194.019   28.000    2.007
 -145.391    1.000  127.000   89.803  109.000     .747    9.000  237.305   27.000    1.480
 -144.456  101.000   67.000   47.376   92.000     .809   10.000  266.356   28.000    2.715
 -135.206  107.000    6.000    4.243   66.000     .812   11.000  298.147   27.000    6.279
 -149.231   82.000  113.000   79.903  105.000     .700   12.000  383.724   28.000    7.574
