 -142.462  103.000   92.000   65.054   71.000     .646    1.000   60.701   27.000     .510
 -148.384   75.000  116.000   82.024  102.000     .613    2.000   79.810   28.000     .292
 -158.242    1.000  128.000   90.510  100.000     .605    3.000  102.735   29.000     .501
 -146.095    1.000  122.000   86.267   90.000     .611    4.000  123.031   27.000     .646
 -137.648   97.000   69.000   48.790   86.000     .624    5.000  143.806   24.000     .670
 -156.787   68.000  157.000  111.016  103.000     .659    6.000  163.801   28.000     .875
 -146.263    1.000  116.000   82.024   93.000     .681    7.000  187.003   28.000     .943
 -134.194  272.000    3.000    2.121   64.000     .731    8.000  210.635   28.000    1.709
 -154.381    1.000  124.000   87.681  105.000     .781    9.000  245.216   29.000    2.035
 -151.468  250.000    1.000     .707   98.000     .828   10.000  280.071   28.000    2.650
 -141.082    1.000  187.000  132.229   83.000     .827   11.000  325.181   27.000    4.881
 -147.656   44.000   46.000   32.527   94.000     .719   12.000  384.110   29.000    8.049
